ref_area,indicator,source,sex,time,obs_value,obs_status,note_indicator,note_source
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2020,28.32,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2020,21.21,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2020,35.72,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2019,26.02,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2019,18.26,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2019,33.99,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2018,24.41,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2018,15.61,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2018,33.47,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2017,24.18,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2017,14.61,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2017,34.02,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2016,23.95,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2016,14.5,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2016,33.5,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2015,23.89,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2015,14.11,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2015,33.68,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2014,24.79,B,I11:264,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2014,14.62,B,I11:264,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2014,34.98,B,I11:264,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2013,25.53,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2013,15.04,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2013,35.87,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2012,28.72,B,I11:264,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2012,17.55,B,I11:264,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2012,39.67,B,I11:264,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2011,29.56,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2011,17.11,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2011,41.48,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2010,32.29,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2010,19.59,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2010,44.43,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2009,34.94,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2009,22.03,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2009,47.27,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2008,37.02,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2008,22.4,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2008,50.96,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2007,39.22,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2007,23.74,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2007,53.95,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_T,2006,38.55,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_M,2006,22.74,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:2256,SEX_F,2006,53.57,,,R1:2384_T3:2479
TUR,SDG_0861_SEX_RT,BA:622,SEX_T,2022,24.16,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_M,2022,16.36,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_F,2022,32.31,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_T,2021,24.75,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_M,2021,17.46,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_F,2021,32.37,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_T,2005,42.56,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_M,2005,26.78,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_F,2005,57.52,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_T,2004,42.56,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_M,2004,26.66,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_F,2004,57.61,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_T,2003,41.4,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_M,2003,26.33,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_F,2003,55.78,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_T,2002,41.14,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_M,2002,25.84,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_F,2002,55.75,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_T,2001,40.43,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_M,2001,23.59,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_F,2001,56.57,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_T,2000,39.65,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_M,2000,21.77,,,R1:3513
TUR,SDG_0861_SEX_RT,BA:622,SEX_F,2000,56.79,,,R1:3513
TUV,SDG_0861_SEX_RT,BB:14047,SEX_T,2016,34.26,,,R1:3513
TUV,SDG_0861_SEX_RT,BB:14047,SEX_M,2016,24.37,,,R1:3513
TUV,SDG_0861_SEX_RT,BB:14047,SEX_F,2016,45.78,,,R1:3513
TUV,SDG_0861_SEX_RT,AA:1732,SEX_T,2022,71.12,,,R1:3513
TUV,SDG_0861_SEX_RT,AA:1732,SEX_M,2022,70.74,,,R1:3513
TUV,SDG_0861_SEX_RT,AA:1732,SEX_F,2022,71.52,,,R1:3513
TUV,SDG_0861_SEX_RT,AA:1732,SEX_T,2017,45.54,,,R1:3513
TUV,SDG_0861_SEX_RT,AA:1732,SEX_M,2017,46.18,,,R1:3513
TUV,SDG_0861_SEX_RT,AA:1732,SEX_F,2017,44.85,,,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_T,2020,14.35,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_M,2020,9.06,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_F,2020,19.29,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_T,2014,14.93,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_M,2014,10.62,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_F,2014,19.04,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_T,2006,9.01,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_M,2006,6.68,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_F,2006,11.07,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_T,2005,9.01,,,
TZA,SDG_0861_SEX_RT,BA:1743,SEX_M,2005,6.68,,,
TZA,SDG_0861_SEX_RT,BA:1743,SEX_F,2005,11.07,,,
TZA,SDG_0861_SEX_RT,BA:1743,SEX_T,2001,12.15,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_M,2001,10.39,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BA:1743,SEX_F,2001,13.84,B,I11:264,R1:3513
TZA,SDG_0861_SEX_RT,BB:2542,SEX_T,2012,46.16,,,R1:3513
TZA,SDG_0861_SEX_RT,BB:2542,SEX_M,2012,40.57,,,R1:3513
TZA,SDG_0861_SEX_RT,BB:2542,SEX_F,2012,51.72,,,R1:3513
TZA,SDG_0861_SEX_RT,BB:2542,SEX_T,2010,12.24,,,R1:3513
TZA,SDG_0861_SEX_RT,BB:2542,SEX_M,2010,8.74,,,R1:3513
TZA,SDG_0861_SEX_RT,BB:2542,SEX_F,2010,15.67,,,R1:3513
TZA,SDG_0861_SEX_RT,BB:2542,SEX_T,2008,7.24,,,R1:3513
TZA,SDG_0861_SEX_RT,BB:2542,SEX_M,2008,6.72,,,R1:3513
TZA,SDG_0861_SEX_RT,BB:2542,SEX_F,2008,7.74,,,R1:3513
UGA,SDG_0861_SEX_RT,BA:13047,SEX_T,2021,13.8,,,R1:3513
UGA,SDG_0861_SEX_RT,BA:13047,SEX_M,2021,9.4,,,R1:3513
UGA,SDG_0861_SEX_RT,BA:13047,SEX_F,2021,17.79,,,R1:3513
UGA,SDG_0861_SEX_RT,BA:13047,SEX_T,2017,19.2,B,I11:264,R1:3513
UGA,SDG_0861_SEX_RT,BA:13047,SEX_M,2017,14.42,B,I11:264,R1:3513
UGA,SDG_0861_SEX_RT,BA:13047,SEX_F,2017,23.64,B,I11:264,R1:3513
UGA,SDG_0861_SEX_RT,BA:13047,SEX_T,2012,14.53,B,I11:264,R1:3513
UGA,SDG_0861_SEX_RT,BA:13047,SEX_M,2012,9.88,B,I11:264,R1:3513
UGA,SDG_0861_SEX_RT,BA:13047,SEX_F,2012,19.03,B,I11:264,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_T,2019,10.68,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_M,2019,7.13,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_F,2019,14.3,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_T,2014,10.23,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_M,2014,7.5,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_F,2014,13.04,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_T,2013,5.91,,,S5:38_T2:83_T3:2479
UGA,SDG_0861_SEX_RT,BB:268,SEX_M,2013,3.31,,,S5:38_T2:83_T3:2479
UGA,SDG_0861_SEX_RT,BB:268,SEX_F,2013,8.38,,,S5:38_T2:83_T3:2479
UGA,SDG_0861_SEX_RT,BB:268,SEX_T,2011,11.27,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_M,2011,7.93,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_F,2011,14.53,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_T,2010,21.08,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_M,2010,15.84,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_F,2010,26.11,,,R1:3513
UGA,SDG_0861_SEX_RT,BB:268,SEX_T,2009,6.95,,,S5:38_T2:83_T3:2479
UGA,SDG_0861_SEX_RT,BB:268,SEX_M,2009,3.81,,,S5:38_T2:83_T3:2479
UGA,SDG_0861_SEX_RT,BB:268,SEX_F,2009,9.64,,,S5:38_T2:83_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_T,2017,16.47,,,S14:3359_S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_M,2017,13.46,,,S14:3359_S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_F,2017,19.65,,,S14:3359_S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_T,2016,18.26,,,S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_M,2016,15.36,,,S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_F,2016,21.32,,,S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_T,2015,17.63,,,S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_M,2015,14.93,,,S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_F,2015,20.47,,,S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_T,2014,19.98,,,S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_M,2014,16.24,,,S4:34_S5:38_T3:2479
UKR,SDG_0861_SEX_RT,BA:475,SEX_F,2014,23.93,,,S4:34_S5:38_T3:2479
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2022,14.27,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2022,13.48,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2022,15.11,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2021,14.93,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2021,13.52,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2021,16.46,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2019,17.58,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2019,15.26,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2019,20.08,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2018,17.95,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2018,15.39,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2018,20.78,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2017,17.87,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2017,14.73,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2017,21.18,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2016,18.68,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2016,15.41,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2016,22.16,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2015,18.73,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2015,15.39,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2015,22.3,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2014,18.15,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2014,14.27,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2014,22.15,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2013,18.04,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2013,14.2,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2013,21.99,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2012,17.73,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2012,13.68,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2012,21.91,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2011,17.16,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2011,13.16,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2011,21.4,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2010,18.12,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2010,14.24,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2010,22.14,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2009,17.85,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2009,13.17,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2009,22.6,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2008,18.79,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2008,14.26,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2008,23.24,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2007,19.66,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2007,14.46,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2007,24.66,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2006,20.55,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2006,15.81,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2006,25.31,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2005,19.25,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2005,15.03,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2005,23.54,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2004,19.66,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2004,15.28,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2004,24.1,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2003,22.01,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2003,18.27,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2003,25.78,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2002,22.47,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2002,17.94,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2002,26.97,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2001,21.1,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2001,16.12,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2001,26.04,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,2000,22.99,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,2000,17.92,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,2000,28.14,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,1999,21.41,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,1999,16.38,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,1999,26.56,,,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_T,1998,20.85,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_M,1998,15.75,B,I11:264,R1:3513
URY,SDG_0861_SEX_RT,BA:348,SEX_F,1998,25.96,B,I11:264,R1:3513
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2022,11.24,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2022,10.77,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2022,11.72,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2021,12.2,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2021,11.79,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2021,12.62,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2020,13.89,B,I11:264,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2020,13.59,B,I11:264,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2020,14.19,B,I11:264,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2019,10.41,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2019,9.89,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2019,10.93,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2018,10.92,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2018,10.31,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2018,11.54,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2017,10.97,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2017,10.19,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2017,11.76,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2016,12.02,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2016,11.23,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2016,12.81,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2015,12.44,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2015,11.56,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2015,13.34,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2014,13.39,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2014,12.31,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2014,14.48,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2013,14.38,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2013,13.56,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2013,15.22,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2012,13.91,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2012,13.01,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2012,14.82,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2011,14.41,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2011,13.52,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2011,15.35,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2010,15.23,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2010,14.89,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2010,15.57,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2009,15.03,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2009,14.48,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2009,15.6,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2008,13.03,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2008,11.65,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2008,14.44,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2007,12.29,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2007,10.29,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2007,14.34,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2006,12.46,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2006,10.15,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2006,14.81,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2005,13.15,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2005,11.08,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2005,15.25,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2004,13.14,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2004,10.98,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2004,15.33,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2003,13.61,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2003,11.78,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2003,15.46,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2002,13.43,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2002,11.24,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2002,15.65,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2001,12.94,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2001,10.58,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2001,15.31,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,2000,12.39,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,2000,9.71,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,2000,15.09,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,1999,12.47,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,1999,9.89,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,1999,15.07,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,1998,12.66,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,1998,10.13,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,1998,15.24,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,1997,13.38,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,1997,10.73,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,1997,16.08,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_T,1996,14.37,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_M,1996,11.24,,,R1:3513_T2:85
USA,SDG_0861_SEX_RT,BA:453,SEX_F,1996,17.51,,,R1:3513_T2:85
